iso2_code;cluster_name;exit01;consider00;pci;ubiquity;rca01;density
EE;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.2456570594895779
EE;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.4688110397455262
EE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4726818448359381
EE;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.3081187864610033
EE;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.2798642798144503
EE;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6156968876860621
EG;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.4583193144485523
EG;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.6093662310571981
EG;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.3681021303174956
EG;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.525508983849982
EG;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.3537141067729768
EG;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5299998220619957
EG;Scientific Tools;1;0;1.1819372675062847;34.0;0.0;0.4106092810171271
EG;Shell Scripting;1;0;-0.4634330858914763;107.0;0.0;0.4924916503072177
ES;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.752997616469663
ES;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8117314056995764
ES;Cross-Platform Build Systems;1;0;1.675673582074391;35.0;0.0;0.694563685725948
ES;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.7327076096223722
ES;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.8010722696360848
ES;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.8086245463332568
ES;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.4953835633709869
ES;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.7505728217363684
ES;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.8163400613740761
ES;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.7023722070442555
ES;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.8061899039482127
ES;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.8124977040707524
ES;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.6997868910111807
ES;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.8183566003501885
ES;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.7304524487336974
ES;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.7953888461581693
ES;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5367107956897921
ES;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.7594033634770242
ES;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.7470259148001334
ES;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.7202842860063895
ES;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.7657131874097471
ET;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4914993763818278
ET;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.332126558396859
FI;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.6160606036895029
FI;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.6082174573432931
FI;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.593068899626978
FI;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.5874555087372177
FI;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.5808900969909756
FI;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.5949508411582498
FI;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.6185452254742382
FI;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.576303556166093
FI;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.6327681164428136
FI;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.5489403746972176
FI;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.5747268595859283
FI;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.5920715656946185
FI;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6147440155364792
FR;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.8844803851468214
FR;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.924474097103689
FR;Cross-Platform Build Systems;1;0;1.675673582074391;35.0;0.0;0.8508289312524782
FR;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.8594601243644266
FR;Database Scripting;1;0;-0.4201486387872639;48.0;0.0;0.6693419680575986
FR;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.9307037195022344
FR;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.9368928374545834
FR;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.6070033084116142
FR;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.9560168181250686
FR;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.8815282714946661
FR;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.901487316534752
FR;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.9526596682200654
FR;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.8354272442429977
FR;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.9389857079175123
FR;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8926260495657297
FR;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.6168482755175265
FR;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.9291085677215636
FR;Low-Level C-Based;1;0;1.378051715365754;38.0;0.0;0.8104020251013385
FR;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.8502651401922351
FR;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.9463935735861784
FR;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.875534941079097
FR;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.9177866009988712
FR;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.8874932659148869
FR;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.9103587954388864
FR;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.8839047256236547
FR;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.8200152349837023
FR;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.787121569064227
FR;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.9023657251435496
GB;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.8152552749641144
GB;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8656426084814589
GB;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.7863866371133613
GB;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.8710306812961646
GB;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.8756044682450755
GB;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.9143891152036888
GB;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.8065464005692454
GB;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.8472927493948175
GB;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.8865550236881548
GB;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.7496648719903732
GB;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.8782760209720445
GB;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8345411133219991
GB;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.8713707014195137
GB;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.7599066892516194
GB;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.88341307715647
GB;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.7898955046156443
GB;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.8570750369171158
GB;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.8229102187255537
GB;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.8543582710178171
GB;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.6886876960362629
GB;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.8041680953140964
GB;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.7259582844059396
GB;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6888730874262701
GB;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.8359007445487501
GE;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5703021046033574
GE;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.3766792738326549
GE;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.3698825427285643
GE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3566529842184432
GE;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5629228687415426
GH;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6788417113990491
GH;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.5024407975307635
GH;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.4949258393484738
GH;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.3796291887223287
GH;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4245723172628305
GH;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.665764546684709
GR;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.4731163159620147
GR;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.47056141582652
GR;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.4869911876250176
GR;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.4318503099728995
GR;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.4342827500872093
GR;OOP System Programming;1;0;0.9641633338454;33.0;0.0;0.4685871530429429
GR;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.4912898510969399
GR;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4716620350304669
GR;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.4762378275168793
GR;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.4092376508141303
GR;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.4880689738846015
GT;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.4727653542302265
GT;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.650675051179504
GT;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.5220092268855571
GT;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5135809585798679
GT;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.5093277074837662
GT;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.4416212994418359
GT;Strongly Typed Systems;1;0;1.0792405680470785;43.0;0.0;0.228351695049032
GT;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6359945872801082
HK;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.6652440038018945
HK;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.6538990514754117
HK;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.6872291526956755
HK;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.6430458281859431
HK;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.6620596506354816
HK;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.6808487522486948
HK;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.6653613042156725
HK;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.4557563523926003
HK;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.6478656470078051
HK;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.638216669856089
HK;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.6659466022519711
HK;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.6643989002955498
HK;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.6528740241313953
HK;Pure Functional;1;0;2.077565310264836;28.0;0.0;0.6351465457340861
HK;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4980751089921729
HK;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.6403550335916304
HK;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.6554458132498834
HK;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6288406810810818
HK;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.6563452802610574
HN;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5658415728172331
HN;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.377477885231898
HN;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3726894934094791
HN;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5629228687415425
HR;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.3476516533945526
HR;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.5520375253942925
HR;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.7680523471215355
HR;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.4500705933271162
HR;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.5713098462598323
HR;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.4076202321576856
HR;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.506897805155731
HR;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.6005873148355034
HR;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.4131241872627099
HR;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.7550744248985114
HT;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.2745035372163532
HT;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.2801082543978349
HU;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.5403819470189781
HU;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.5060900549217257
HU;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.5018777478612104
HU;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.4439121440054129
HU;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.5559390205879616
HU;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.5123087930171132
HU;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.5284116557423413
HU;OOP System Programming;1;0;0.9641633338454;33.0;0.0;0.513417564114683
HU;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.4368576243986681
HU;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.5541552433563922
HU;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.5136854128629172
HU;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.4986344150004538
HU;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.5444946989868467
ID;Debugging/Testing Tools;1;0;2.271994959243408;20.0;0.0;0.3650592767592837
ID;Desktop Automation;1;0;2.268219095786303;19.0;0.0;0.3801749055953536
ID;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.707175120470412
ID;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.640470555745347
ID;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.6073627174372415
ID;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.6295937234651707
ID;Logic Programming;1;0;2.0814849049538844;19.0;0.0;0.3891765720388307
ID;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.3863193947259005
ID;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.53902375391992
ID;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.5445948823358077
ID;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6968876860622462
IE;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.6232043616951655
IE;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.6288978576220554
IE;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.6085933311785438
IE;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.6084624639501959
IE;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.6001845983294422
IE;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.5284573488300973
IE;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.6009370976438422
IE;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.630687102334918
IE;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.6346608327788748
IE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.511281645973026
IE;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.5828659484870571
IE;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.5801497013208972
IE;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.6044689279119742
IE;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.6219062447045749
IL;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.5049762299608401
IL;Data/Document DSLs;0;1;1.857410498538032;32.0;1.0;0.5339674124335678
IL;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.5379914582892966
IL;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.503393812722924
IL;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.4892033537513889
IL;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.5046658119215865
IL;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.5161438027393436
IL;Scientific Tools;0;1;1.1819372675062847;34.0;1.0;0.556382514400901
IL;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.4804310571388549
IL;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.4949760335236371
IL;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.4549640526086315
IL;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.5034551174471626
IL;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.4801187580165897
IN;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5272670050967312
IN;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.4103647264128395
IN;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.3694086479948311
IN;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.3916453773391753
IN;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.4369406820375645
IN;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.334323222799044
IN;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5385656292286873
IQ;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5346178503143629
IQ;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.2418846535277309
IQ;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.1532389006788181
IQ;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3519363638681386
IQ;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5331529093369417
IR;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6654601160406761
IR;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.4971127017799484
IR;Enterprise OOP;0;1;0.6547672714360266;37.0;1.0;0.3347837741519815
IR;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5275455815597342
IR;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.4959678820639079
IR;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4717385207658772
IR;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.2920031126195418
IR;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.2837070912334863
IR;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6562922868741542
IS;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4290519313760874
IS;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.1468070860454506
IS;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3076001325752747
IS;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.1361863603978388
IT;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.8627199962580722
IT;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.8492560941299772
IT;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.8483034779855646
IT;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.6476945481486085
IT;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.860573794542479
IT;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.8538463678474739
IT;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.866438691201561
IT;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.8750557780740876
IT;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.8653211053470747
IT;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.8444792494510877
IT;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.8516937799134717
IT;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.8237939861063092
IT;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.8488629449825646
IT;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.8428959325174447
IT;Low-Level Utilities;0;1;1.973299234045903;32.0;1.0;0.8660078864061607
IT;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.8233723113485134
IT;Pascal-Based Systems;0;1;2.1680982060981715;22.0;1.0;0.8730094790196654
IT;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.6847553704734929
IT;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.8654795412063108
IT;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.6612701731127145
IT;Specialized Tools;0;1;2.212220577256194;25.0;1.0;0.8802695089043516
IT;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.8652733133672307
IT;Unix Build Tools;0;1;1.2872488211819004;46.0;1.0;0.8080840068909574
IT;Unix-Like Scripting;0;1;2.24682044305651;27.0;1.0;0.8812864641027868
JM;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4632493417363738
JM;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.2698236849336548
JM;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.2991102159447263
JM;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.4654939106901217
JO;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5717889485320655
JO;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.2605046830975944
JO;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3670295489891135
JO;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5683355886332881
JP;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.7084293660027307
JP;Concurrency-Oriented;0;1;2.024662047859878;20.0;1.0;0.7744157337114195
JP;Cross-Platform Build Systems;0;1;1.675673582074391;35.0;1.0;0.6722049990488476
JP;Debugging/Testing Tools;0;1;2.271994959243408;20.0;1.0;0.7764153544084943
JP;Desktop Automation;0;1;2.268219095786303;19.0;1.0;0.787213791439424
JP;Event Scripting;0;1;2.444536615566927;11.0;1.0;0.8324971935259048
JP;Functional JVM;0;1;2.072695561823899;32.0;1.0;0.7034709404969617
JP;Functional Lisp;0;1;2.271061865195928;25.0;1.0;0.7345146219608565
JP;Game Scripting;0;1;2.247601433928509;14.0;1.0;0.8079404685827514
JP;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.6824534126156571
JP;Installer & Scripting Utilities;0;1;2.3709274578314825;20.0;1.0;0.776704715988146
JP;Interactive Tools;0;1;1.155325395950293;25.0;1.0;0.7482625012700693
JP;Logic Programming;0;1;2.0814849049538844;19.0;1.0;0.7822964964457427
JP;Low-Level Languages;0;1;2.2752759337772477;17.0;1.0;0.7992696771396349
JP;Pure Functional;0;1;2.077565310264836;28.0;1.0;0.717756443092453
JP;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.5367513958646712
JP;Strongly Typed Systems;0;1;1.0792405680470785;43.0;1.0;0.663021866628435
JP;Text Parsing DSLs;0;1;2.073024704716692;31.0;1.0;0.705372617339008
JP;Typed Scripting;0;1;0.747365478078604;31.0;1.0;0.672919980001056
KE;Database Scripting;0;1;-0.4201486387872639;48.0;1.0;0.4536249931302797
KE;Dynamic OOP Scripting;0;1;-0.4122572806689877;48.0;1.0;0.5024407975307635
KE;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.4949258393484738
KE;JavaScript-Based Templating;1;0;-0.4118356804224901;52.0;0.0;0.4940281076125949
KE;Modern Contract/Typed;1;0;0.0174954206553288;49.0;0.0;0.3796291887223287
KE;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4245723172628305
KG;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.4840651567382873
KG;Popular JVM OOP;1;0;-0.3548183360732034;69.0;0.0;0.2994675951607072
KG;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.4830852503382949
KH;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.6996575264009626
KH;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5153131782305116
KH;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.5153656265770378
KH;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.4038352271631513
KH;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.4453254468041711
KH;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.6833558863328822
KR;Batch/High-Level Tools;0;1;2.063356409533316;29.0;1.0;0.4046238325997792
KR;Game Scripting;1;0;2.247601433928509;14.0;0.0;0.4532652017326937
KR;Graphics/Hardware Languages;0;1;1.6583031646204731;35.0;1.0;0.4136466289135425
KR;Low-Level C-Based;0;1;1.378051715365754;38.0;1.0;0.4454246539418194
KR;Low-Level Hardware;0;1;1.8984509317220128;38.0;1.0;0.4249875874256837
KR;Low-Level Languages;1;0;2.2752759337772477;17.0;0.0;0.4345165334503036
KR;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.3857584386973902
KR;OOP System Programming;0;1;0.9641633338454;33.0;1.0;0.4526309484483189
KR;Popular JVM OOP;0;1;-0.3548183360732034;69.0;1.0;0.386931038753106
KR;Unix-Like Scripting;1;0;2.24682044305651;27.0;0.0;0.4119163156850804
KW;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.5138020353124494
KW;Shell Scripting;0;1;-0.4634330858914763;107.0;1.0;0.3311832343267981
KW;Web Markup/Styling;0;1;-1.2565391492115314;111.0;1.0;0.5155615696887685
KZ;Dynamic General Purpose;0;1;-1.20746570607327;99.0;1.0;0.7844076303373246
KZ;Dynamic OOP Scripting;1;0;-0.4122572806689877;48.0;0.0;0.571399097644846
KZ;HTML-Centric Templating;0;1;-0.3300974919836952;51.0;1.0;0.5677884157008
KZ;JavaScript-Based Templating;0;1;-0.4118356804224901;52.0;1.0;0.5693700718085194
KZ;Modern Contract/Typed;0;1;0.0174954206553288;49.0;1.0;0.4413991129040934
