period;language_1;language_2;proximity
1;Common Lisp;Puppet;0.3888888888888889
1;Common Lisp;PureBasic;0.7777777777777778
1;Common Lisp;Python;0.0
1;Common Lisp;QML;0.8333333333333334
1;Common Lisp;QMake;0.5294117647058824
1;Common Lisp;R;0.17777777777777778
1;Common Lisp;Raku;0.6923076923076923
1;Common Lisp;Rebol;0.631578947368421
1;Common Lisp;RobotFramework;0.3333333333333333
1;Common Lisp;Roff;0.18181818181818182
1;Common Lisp;Ruby;0.0
1;Common Lisp;Rust;0.35
1;Common Lisp;SCSS;0.0
1;Common Lisp;SQLPL;0.8095238095238095
1;Common Lisp;SWIG;0.8333333333333334
1;Common Lisp;Sass;0.4864864864864865
1;Common Lisp;Scala;0.46153846153846156
1;Common Lisp;Scheme;0.8947368421052632
1;Common Lisp;Scilab;0.6111111111111112
1;Common Lisp;ShaderLab;0.30952380952380953
1;Common Lisp;Shell;0.0
1;Common Lisp;SmPL;0.6666666666666666
1;Common Lisp;Smalltalk;0.6206896551724138
1;Common Lisp;Smarty;0.225
1;Common Lisp;Solidity;0.4857142857142857
1;Common Lisp;SourcePawn;0.6111111111111112
1;Common Lisp;Standard ML;0.6111111111111112
1;Common Lisp;Starlark;0.2631578947368421
1;Common Lisp;Stata;0.3888888888888889
1;Common Lisp;Stylus;0.6521739130434783
1;Common Lisp;Svelte;0.72
1;Common Lisp;Swift;0.0
1;Common Lisp;SystemVerilog;0.5
1;Common Lisp;TSQL;0.0196078431372549
1;Common Lisp;Tcl;0.6
1;Common Lisp;TeX;0.1951219512195122
1;Common Lisp;Thrift;0.5
1;Common Lisp;Twig;0.5666666666666667
1;Common Lisp;TypeScript;0.0
1;Common Lisp;UnrealScript;0.5
1;Common Lisp;VBA;0.7222222222222222
1;Common Lisp;VBScript;0.7777777777777778
1;Common Lisp;VHDL;0.6666666666666666
1;Common Lisp;Verilog;0.7
1;Common Lisp;Vim Script;0.23255813953488372
1;Common Lisp;Vim Snippet;0.8333333333333334
1;Common Lisp;Visual Basic .NET;0.7222222222222222
1;Common Lisp;Vue;0.0
1;Common Lisp;XS;0.6111111111111112
1;Common Lisp;XSLT;0.34146341463414637
1;Common Lisp;Yacc;0.47368421052631576
1;Common Lisp;sed;0.6666666666666666
1;Cuda;AIDL;0.48
1;Cuda;AMPL;0.4
1;Cuda;ANTLR;0.72
1;Cuda;ASP.NET;0.3
1;Cuda;ActionScript;0.4
1;Cuda;Ada;0.4
1;Cuda;Apex;0.28
1;Cuda;AppleScript;0.52
1;Cuda;Assembly;0.28888888888888886
1;Cuda;AutoHotkey;0.56
1;Cuda;Awk;0.6857142857142857
1;Cuda;Batchfile;0.10714285714285714
1;Cuda;Bicep;0.16
1;Cuda;Blade;0.034482758620689655
1;Cuda;Brainfuck;0.24
1;Cuda;C;0.0625
1;Cuda;C#;0.030303030303030304
1;Cuda;C++;0.05970149253731343
1;Cuda;CMake;0.25
1;Cuda;CSS;0.0
1;Cuda;Clojure;0.84
1;Cuda;CoffeeScript;0.6388888888888888
1;Cuda;Common Lisp;0.68
1;Cuda;Cython;0.8275862068965517
1;Cuda;D;0.56
1;Cuda;DIGITAL Command Language;0.52
1;Cuda;DTrace;0.4
1;Cuda;Dart;0.09803921568627451
1;Cuda;Dockerfile;0.027777777777777776
1;Cuda;EJS;0.1956521739130435
1;Cuda;Elixir;0.64
1;Cuda;Elm;0.32
1;Cuda;Emacs Lisp;0.6857142857142857
1;Cuda;Erlang;0.64
1;Cuda;F#;0.56
1;Cuda;Forth;0.48
1;Cuda;Fortran;0.8275862068965517
1;Cuda;FreeMarker;0.72
1;Cuda;G-code;0.28
1;Cuda;GAP;0.72
1;Cuda;GDB;0.84
1;Cuda;GDScript;0.48
1;Cuda;GLSL;0.5609756097560976
1;Cuda;Gherkin;0.5526315789473685
1;Cuda;Gnuplot;0.6
1;Cuda;Go;0.14
1;Cuda;Groovy;0.6097560975609756
1;Cuda;HCL;0.5853658536585366
1;Cuda;HLSL;0.4634146341463415
1;Cuda;HTML;0.0
1;Cuda;Hack;0.05357142857142857
1;Cuda;Handlebars;0.3488372093023256
1;Cuda;Haskell;0.65625
1;Cuda;Inno Setup;0.64
1;Cuda;Java;0.0
1;Cuda;JavaScript;0.0
1;Cuda;Jinja;0.6578947368421053
1;Cuda;Julia;0.68
1;Cuda;Jupyter Notebook;0.1
1;Cuda;Kotlin;0.046875
1;Cuda;LLVM;0.4
1;Cuda;Less;0.1111111111111111
1;Cuda;Lex;0.696969696969697
1;Cuda;Liquid;0.4
1;Cuda;Logos;0.36
1;Cuda;Lua;0.375
1;Cuda;M;0.68
1;Cuda;M4;0.625
1;Cuda;MATLAB;0.4864864864864865
1;Cuda;Makefile;0.08196721311475409
1;Cuda;Mako;0.7037037037037037
1;Cuda;Mathematica;0.72
1;Cuda;Meson;0.76
1;Cuda;Mustache;0.6097560975609756
1;Cuda;NASL;0.8
1;Cuda;NSIS;0.8
1;Cuda;Nim;0.28
1;Cuda;Nix;0.76
1;Cuda;Nunjucks;0.56
1;Cuda;OCaml;0.52
1;Cuda;Objective-C;0.06060606060606061
1;Cuda;Objective-C++;0.7142857142857143
1;Cuda;OpenEdge ABL;0.32
1;Cuda;OpenSCAD;0.28
1;Cuda;PHP;0.0
1;Cuda;PLSQL;0.76
1;Cuda;PLpgSQL;0.6
1;Cuda;POV-Ray SDL;0.32
1;Cuda;Pascal;0.7586206896551724
1;Cuda;Pawn;0.52
1;Cuda;Perl;0.3333333333333333
1;Cuda;PostScript;0.64
1;Cuda;PowerShell;0.11320754716981132
1;Cuda;Processing;0.64
1;Cuda;Prolog;0.68
1;Cuda;Pug;0.43902439024390244
1;Cuda;Puppet;0.28
1;Cuda;PureBasic;0.64
1;Cuda;Python;0.0
1;Cuda;QML;0.64
1;Cuda;QMake;0.6470588235294118
1;Cuda;R;0.3111111111111111
1;Cuda;Raku;0.7692307692307693
1;Cuda;Rebol;0.52
1;Cuda;RobotFramework;0.24
1;Cuda;Roff;0.3409090909090909
1;Cuda;Ruby;0.01282051282051282
1;Cuda;Rust;0.525
1;Cuda;SCSS;0.0
1;Cuda;SQLPL;0.72
1;Cuda;SWIG;0.68
1;Cuda;Sass;0.6486486486486487
1;Cuda;Scala;0.6153846153846154
1;Cuda;Scheme;0.72
1;Cuda;Scilab;0.48
1;Cuda;ShaderLab;0.47619047619047616
1;Cuda;Shell;0.0
1;Cuda;SmPL;0.6
1;Cuda;Smalltalk;0.7931034482758621
1;Cuda;Smarty;0.4
1;Cuda;Solidity;0.6571428571428571
1;Cuda;SourcePawn;0.48
1;Cuda;Standard ML;0.52
1;Cuda;Starlark;0.4473684210526316
1;Cuda;Stata;0.28
1;Cuda;Stylus;0.76
1;Cuda;Svelte;0.76
1;Cuda;Swift;0.08064516129032258
1;Cuda;SystemVerilog;0.36
1;Cuda;TSQL;0.09803921568627451
1;Cuda;Tcl;0.7666666666666667
1;Cuda;TeX;0.36585365853658536
1;Cuda;Thrift;0.4
1;Cuda;Twig;0.5666666666666667
1;Cuda;TypeScript;0.0
1;Cuda;UnrealScript;0.44
1;Cuda;VBA;0.56
1;Cuda;VBScript;0.64
1;Cuda;VHDL;0.48
1;Cuda;Verilog;0.76
1;Cuda;Vim Script;0.3953488372093023
1;Cuda;Vim Snippet;0.68
1;Cuda;Visual Basic .NET;0.56
1;Cuda;Vue;0.04918032786885246
1;Cuda;XS;0.56
1;Cuda;XSLT;0.5121951219512195
1;Cuda;Yacc;0.631578947368421
1;Cuda;sed;0.7777777777777778
1;Cython;AIDL;0.4482758620689655
1;Cython;AMPL;0.3448275862068966
1;Cython;ANTLR;0.6551724137931034
1;Cython;ASP.NET;0.35
1;Cython;ActionScript;0.3793103448275862
1;Cython;Ada;0.3448275862068966
1;Cython;Apex;0.27586206896551724
1;Cython;AppleScript;0.4482758620689655
1;Cython;Assembly;0.37777777777777777
1;Cython;AutoHotkey;0.4827586206896552
1;Cython;Awk;0.8285714285714286
1;Cython;Batchfile;0.14285714285714285
1;Cython;Bicep;0.13793103448275862
1;Cython;Blade;0.06896551724137931
1;Cython;Brainfuck;0.2413793103448276
1;Cython;C;0.09375
1;Cython;C#;0.030303030303030304
1;Cython;C++;0.08955223880597014
1;Cython;CMake;0.3125
1;Cython;CSS;0.0
1;Cython;Clojure;0.7931034482758621
1;Cython;CoffeeScript;0.6666666666666666
1;Cython;Common Lisp;0.6206896551724138
1;Cython;Cuda;0.8275862068965517
1;Cython;D;0.4827586206896552
1;Cython;DIGITAL Command Language;0.4482758620689655
1;Cython;DTrace;0.3448275862068966
1;Cython;Dart;0.17647058823529413
1;Cython;Dockerfile;0.041666666666666664
1;Cython;EJS;0.2826086956521739
1;Cython;Elixir;0.5862068965517241
1;Cython;Elm;0.27586206896551724
1;Cython;Emacs Lisp;0.8
1;Cython;Erlang;0.5517241379310345
1;Cython;F#;0.5517241379310345
1;Cython;Forth;0.4482758620689655
1;Cython;Fortran;0.896551724137931
1;Cython;FreeMarker;0.6551724137931034
1;Cython;G-code;0.2413793103448276
1;Cython;GAP;0.6206896551724138
1;Cython;GDB;0.7931034482758621
1;Cython;GDScript;0.41379310344827586
1;Cython;GLSL;0.6585365853658537
1;Cython;Gherkin;0.6578947368421053
1;Cython;Gnuplot;0.5172413793103449
1;Cython;Go;0.22
1;Cython;Groovy;0.7073170731707317
1;Cython;HCL;0.6829268292682927
1;Cython;HLSL;0.5609756097560976
1;Cython;HTML;0.0
1;Cython;Hack;0.10714285714285714
1;Cython;Handlebars;0.4418604651162791
1;Cython;Haskell;0.78125
1;Cython;Inno Setup;0.5517241379310345
1;Cython;Java;0.0
1;Cython;JavaScript;0.0
1;Cython;Jinja;0.7631578947368421
1;Cython;Julia;0.6206896551724138
1;Cython;Jupyter Notebook;0.13333333333333333
1;Cython;Kotlin;0.0625
1;Cython;LLVM;0.3448275862068966
1;Cython;Less;0.18518518518518517
1;Cython;Lex;0.7575757575757576
1;Cython;Liquid;0.3448275862068966
1;Cython;Logos;0.3103448275862069
1;Cython;Lua;0.475
1;Cython;M;0.5862068965517241
1;Cython;M4;0.725
1;Cython;MATLAB;0.5675675675675675
1;Cython;Makefile;0.11475409836065574
1;Cython;Mako;0.7241379310344828
1;Cython;Mathematica;0.6551724137931034
1;Cython;Meson;0.6551724137931034
1;Cython;Mustache;0.7073170731707317
1;Cython;NASL;0.7241379310344828
1;Cython;NSIS;0.7931034482758621
1;Cython;Nim;0.27586206896551724
1;Cython;Nix;0.7586206896551724
1;Cython;Nunjucks;0.4827586206896552
1;Cython;OCaml;0.4827586206896552
1;Cython;Objective-C;0.07575757575757576
1;Cython;Objective-C++;0.8285714285714286
1;Cython;OpenEdge ABL;0.27586206896551724
1;Cython;OpenSCAD;0.2413793103448276
1;Cython;PHP;0.0
1;Cython;PLSQL;0.7241379310344828
1;Cython;PLpgSQL;0.7
1;Cython;POV-Ray SDL;0.27586206896551724
1;Cython;Pascal;0.8620689655172413
1;Cython;Pawn;0.4482758620689655
1;Cython;Perl;0.4222222222222222
1;Cython;PostScript;0.5517241379310345
1;Cython;PowerShell;0.18867924528301888
1;Cython;Processing;0.5862068965517241
1;Cython;Prolog;0.5862068965517241
1;Cython;Pug;0.5121951219512195
1;Cython;Puppet;0.2413793103448276
1;Cython;PureBasic;0.5862068965517241
1;Cython;Python;0.0
1;Cython;QML;0.5862068965517241
1;Cython;QMake;0.7058823529411765
1;Cython;R;0.4
1;Cython;Raku;0.8275862068965517
1;Cython;Rebol;0.4482758620689655
1;Cython;RobotFramework;0.20689655172413793
1;Cython;Roff;0.4318181818181818
1;Cython;Ruby;0.01282051282051282
1;Cython;Rust;0.625
1;Cython;SCSS;0.0
1;Cython;SQLPL;0.6551724137931034
1;Cython;SWIG;0.5862068965517241
1;Cython;Sass;0.7297297297297297
1;Cython;Scala;0.717948717948718
1;Cython;Scheme;0.6206896551724138
1;Cython;Scilab;0.41379310344827586
1;Cython;ShaderLab;0.5714285714285714
1;Cython;Shell;0.0
1;Cython;SmPL;0.5517241379310345
1;Cython;Smalltalk;0.8620689655172413
1;Cython;Smarty;0.5
1;Cython;Solidity;0.6857142857142857
1;Cython;SourcePawn;0.41379310344827586
1;Cython;Standard ML;0.4482758620689655
1;Cython;Starlark;0.5263157894736842
1;Cython;Stata;0.2413793103448276
1;Cython;Stylus;0.7241379310344828
1;Cython;Svelte;0.7241379310344828
1;Cython;Swift;0.11290322580645161
1;Cython;SystemVerilog;0.3103448275862069
1;Cython;TSQL;0.1568627450980392
1;Cython;Tcl;0.8666666666666667
1;Cython;TeX;0.4634146341463415
1;Cython;Thrift;0.3448275862068966
1;Cython;Twig;0.7
1;Cython;TypeScript;0.0
1;Cython;UnrealScript;0.41379310344827586
1;Cython;VBA;0.4827586206896552
1;Cython;VBScript;0.5517241379310345
1;Cython;VHDL;0.41379310344827586
1;Cython;Verilog;0.6206896551724138
1;Cython;Vim Script;0.4883720930232558
1;Cython;Vim Snippet;0.5862068965517241
1;Cython;Visual Basic .NET;0.5172413793103449
1;Cython;Vue;0.03278688524590164
1;Cython;XS;0.5172413793103449
1;Cython;XSLT;0.6097560975609756
1;Cython;Yacc;0.7105263157894737
1;Cython;sed;0.8620689655172413
1;D;AIDL;0.7142857142857143
1;D;AMPL;0.7142857142857143
1;D;ANTLR;0.6842105263157895
1;D;ASP.NET;0.125
1;D;ActionScript;0.7142857142857143
1;D;Ada;0.6428571428571429
1;D;Apex;0.5
1;D;AppleScript;0.8571428571428571
1;D;Assembly;0.044444444444444446
1;D;AutoHotkey;0.9285714285714286
1;D;Awk;0.4
1;D;Batchfile;0.0
1;D;Bicep;0.21428571428571427
1;D;Blade;0.0
1;D;Brainfuck;0.42857142857142855
1;D;C;0.0
1;D;C#;0.0
1;D;C++;0.0
1;D;CMake;0.020833333333333332
1;D;CSS;0.0
1;D;Clojure;0.56
1;D;CoffeeScript;0.3888888888888889
1;D;Common Lisp;0.7777777777777778
1;D;Cuda;0.56
1;D;Cython;0.4827586206896552
1;D;DIGITAL Command Language;0.8571428571428571
1;D;DTrace;0.6428571428571429
1;D;Dart;0.0
1;D;Dockerfile;0.0
1;D;EJS;0.021739130434782608
1;D;Elixir;0.7777777777777778
1;D;Elm;0.5714285714285714
1;D;Emacs Lisp;0.4
1;D;Erlang;0.875
1;D;F#;0.8125
1;D;Forth;0.7142857142857143
1;D;Fortran;0.4827586206896552
1;D;FreeMarker;0.65
1;D;G-code;0.5
1;D;GAP;0.7777777777777778
1;D;GDB;0.5833333333333334
1;D;GDScript;0.7857142857142857
1;D;GLSL;0.2926829268292683
1;D;Gherkin;0.2631578947368421
1;D;Gnuplot;0.8666666666666667
1;D;Go;0.02
1;D;Groovy;0.34146341463414637
1;D;HCL;0.3170731707317073
1;D;HLSL;0.1951219512195122
1;D;HTML;0.0
1;D;Hack;0.0
1;D;Handlebars;0.09302325581395349
1;D;Haskell;0.4375
1;D;Inno Setup;0.875
1;D;Java;0.0
1;D;JavaScript;0.0
1;D;Jinja;0.3684210526315789
1;D;Julia;0.7368421052631579
1;D;Jupyter Notebook;0.0
1;D;Kotlin;0.0
1;D;LLVM;0.6428571428571429
1;D;Less;0.0
1;D;Lex;0.42424242424242425
1;D;Liquid;0.6428571428571429
1;D;Logos;0.6428571428571429
1;D;Lua;0.1
1;D;M;0.8235294117647058
1;D;M4;0.35
1;D;MATLAB;0.1891891891891892
1;D;Makefile;0.0
1;D;Mako;0.48148148148148145
1;D;Mathematica;0.7
1;D;Meson;0.7
1;D;Mustache;0.34146341463414637
1;D;NASL;0.6666666666666666
1;D;NSIS;0.6086956521739131
1;D;Nim;0.5
1;D;Nix;0.56
1;D;Nunjucks;0.8666666666666667
1;D;OCaml;0.7857142857142857
1;D;Objective-C;0.0
1;D;Objective-C++;0.4
1;D;OpenEdge ABL;0.5714285714285714
1;D;OpenSCAD;0.5
1;D;PHP;0.0
1;D;PLSQL;0.52
1;D;PLpgSQL;0.35
1;D;POV-Ray SDL;0.5714285714285714
1;D;Pascal;0.4827586206896552
1;D;Pawn;0.7857142857142857
1;D;Perl;0.08888888888888889
1;D;PostScript;0.8125
1;D;PowerShell;0.0
1;D;Processing;0.65
1;D;Prolog;0.7
1;D;Pug;0.21951219512195122
1;D;Puppet;0.5
1;D;PureBasic;0.6111111111111112
1;D;Python;0.0
1;D;QML;0.7058823529411765
1;D;QMake;0.4117647058823529
1;D;R;0.08888888888888889
1;D;Raku;0.5384615384615384
1;D;Rebol;0.5789473684210527
1;D;RobotFramework;0.42857142857142855
1;D;Roff;0.09090909090909091
1;D;Ruby;0.0
1;D;Rust;0.25
1;D;SCSS;0.0
1;D;SQLPL;0.6190476190476191
1;D;SWIG;0.7647058823529411
1;D;Sass;0.3783783783783784
1;D;Scala;0.358974358974359
1;D;Scheme;0.7368421052631579
1;D;Scilab;0.7857142857142857
1;D;ShaderLab;0.21428571428571427
1;D;Shell;0.0
1;D;SmPL;0.625
1;D;Smalltalk;0.4827586206896552
1;D;Smarty;0.125
1;D;Solidity;0.37142857142857144
1;D;SourcePawn;0.7857142857142857
1;D;Standard ML;0.7857142857142857
1;D;Starlark;0.15789473684210525
1;D;Stata;0.5
1;D;Stylus;0.5652173913043478
1;D;Svelte;0.56
1;D;Swift;0.0
1;D;SystemVerilog;0.6428571428571429
1;D;TSQL;0.0
1;D;Tcl;0.4666666666666667
1;D;TeX;0.0975609756097561
1;D;Thrift;0.6428571428571429
1;D;Twig;0.43333333333333335
1;D;TypeScript;0.0
1;D;UnrealScript;0.6428571428571429
1;D;VBA;0.8
1;D;VBScript;0.8125
1;D;VHDL;0.6428571428571429
1;D;Verilog;0.6
1;D;Vim Script;0.13953488372093023
1;D;Vim Snippet;0.8235294117647058
1;D;Visual Basic .NET;0.7058823529411765
1;D;Vue;0.0
1;D;XS;0.6666666666666666
1;D;XSLT;0.24390243902439024
1;D;Yacc;0.3684210526315789
1;D;sed;0.5185185185185185
1;DIGITAL Command Language;AIDL;0.7692307692307693
1;DIGITAL Command Language;AMPL;0.6923076923076923
1;DIGITAL Command Language;ANTLR;0.6842105263157895
1;DIGITAL Command Language;ASP.NET;0.075
1;DIGITAL Command Language;ActionScript;0.6923076923076923
1;DIGITAL Command Language;Ada;0.7692307692307693
1;DIGITAL Command Language;Apex;0.46153846153846156
1;DIGITAL Command Language;AppleScript;0.9230769230769231
1;DIGITAL Command Language;Assembly;0.044444444444444446
1;DIGITAL Command Language;AutoHotkey;0.8571428571428571
1;DIGITAL Command Language;Awk;0.37142857142857144
1;DIGITAL Command Language;Batchfile;0.0
1;DIGITAL Command Language;Bicep;0.23076923076923078
1;DIGITAL Command Language;Blade;0.0
1;DIGITAL Command Language;Brainfuck;0.38461538461538464
1;DIGITAL Command Language;C;0.0
1;DIGITAL Command Language;C#;0.0
1;DIGITAL Command Language;C++;0.0
1;DIGITAL Command Language;CMake;0.020833333333333332
1;DIGITAL Command Language;CSS;0.0
1;DIGITAL Command Language;Clojure;0.52
1;DIGITAL Command Language;CoffeeScript;0.3611111111111111
1;DIGITAL Command Language;Common Lisp;0.6666666666666666
1;DIGITAL Command Language;Cuda;0.52
1;DIGITAL Command Language;Cython;0.4482758620689655
1;DIGITAL Command Language;D;0.8571428571428571
1;DIGITAL Command Language;DTrace;0.7692307692307693
1;DIGITAL Command Language;Dart;0.0
1;DIGITAL Command Language;Dockerfile;0.0
1;DIGITAL Command Language;EJS;0.021739130434782608
1;DIGITAL Command Language;Elixir;0.6666666666666666
1;DIGITAL Command Language;Elm;0.6153846153846154
1;DIGITAL Command Language;Emacs Lisp;0.37142857142857144
1;DIGITAL Command Language;Erlang;0.8125
1;DIGITAL Command Language;F#;0.6875
1;DIGITAL Command Language;Forth;0.6923076923076923
1;DIGITAL Command Language;Fortran;0.4482758620689655
1;DIGITAL Command Language;FreeMarker;0.65
1;DIGITAL Command Language;G-code;0.5384615384615384
1;DIGITAL Command Language;GAP;0.7222222222222222
1;DIGITAL Command Language;GDB;0.5416666666666666
1;DIGITAL Command Language;GDScript;0.6923076923076923
1;DIGITAL Command Language;GLSL;0.2682926829268293
1;DIGITAL Command Language;Gherkin;0.23684210526315788
1;DIGITAL Command Language;Gnuplot;0.8
1;DIGITAL Command Language;Go;0.0
1;DIGITAL Command Language;Groovy;0.3170731707317073
1;DIGITAL Command Language;HCL;0.2926829268292683
1;DIGITAL Command Language;HLSL;0.17073170731707318
1;DIGITAL Command Language;HTML;0.0
1;DIGITAL Command Language;Hack;0.0
1;DIGITAL Command Language;Handlebars;0.06976744186046512
1;DIGITAL Command Language;Haskell;0.40625
1;DIGITAL Command Language;Inno Setup;0.75
1;DIGITAL Command Language;Java;0.0
1;DIGITAL Command Language;JavaScript;0.0
1;DIGITAL Command Language;Jinja;0.34210526315789475
1;DIGITAL Command Language;Julia;0.631578947368421
1;DIGITAL Command Language;Jupyter Notebook;0.0
1;DIGITAL Command Language;Kotlin;0.0
1;DIGITAL Command Language;LLVM;0.7692307692307693
1;DIGITAL Command Language;Less;0.0
1;DIGITAL Command Language;Lex;0.3939393939393939
1;DIGITAL Command Language;Liquid;0.6923076923076923
1;DIGITAL Command Language;Logos;0.6923076923076923
1;DIGITAL Command Language;Lua;0.1
1;DIGITAL Command Language;M;0.7647058823529411
1;DIGITAL Command Language;M4;0.325
1;DIGITAL Command Language;MATLAB;0.16216216216216217
1;DIGITAL Command Language;Makefile;0.0
1;DIGITAL Command Language;Mako;0.48148148148148145
1;DIGITAL Command Language;Mathematica;0.65
1;DIGITAL Command Language;Meson;0.65
1;DIGITAL Command Language;Mustache;0.3170731707317073
1;DIGITAL Command Language;NASL;0.6190476190476191
1;DIGITAL Command Language;NSIS;0.5652173913043478
1;DIGITAL Command Language;Nim;0.46153846153846156
1;DIGITAL Command Language;Nix;0.52
1;DIGITAL Command Language;Nunjucks;0.8666666666666667
1;DIGITAL Command Language;OCaml;0.7142857142857143
1;DIGITAL Command Language;Objective-C;0.0
1;DIGITAL Command Language;Objective-C++;0.37142857142857144
1;DIGITAL Command Language;OpenEdge ABL;0.5384615384615384
1;DIGITAL Command Language;OpenSCAD;0.5384615384615384
1;DIGITAL Command Language;PHP;0.0
1;DIGITAL Command Language;PLSQL;0.52
1;DIGITAL Command Language;PLpgSQL;0.325
1;DIGITAL Command Language;POV-Ray SDL;0.6153846153846154
1;DIGITAL Command Language;Pascal;0.4482758620689655
1;DIGITAL Command Language;Pawn;0.8461538461538461
1;DIGITAL Command Language;Perl;0.08888888888888889
1;DIGITAL Command Language;PostScript;0.8125
1;DIGITAL Command Language;PowerShell;0.0
1;DIGITAL Command Language;Processing;0.6
1;DIGITAL Command Language;Prolog;0.6
1;DIGITAL Command Language;Pug;0.1951219512195122
1;DIGITAL Command Language;Puppet;0.5384615384615384
1;DIGITAL Command Language;PureBasic;0.6111111111111112
1;DIGITAL Command Language;Python;0.0
1;DIGITAL Command Language;QML;0.7058823529411765
1;DIGITAL Command Language;QMake;0.38235294117647056
1;DIGITAL Command Language;R;0.06666666666666667
1;DIGITAL Command Language;Raku;0.5
1;DIGITAL Command Language;Rebol;0.5263157894736842
1;DIGITAL Command Language;RobotFramework;0.38461538461538464
1;DIGITAL Command Language;Roff;0.09090909090909091
1;DIGITAL Command Language;Ruby;0.0
1;DIGITAL Command Language;Rust;0.225
1;DIGITAL Command Language;SCSS;0.0
1;DIGITAL Command Language;SQLPL;0.5714285714285714
1;DIGITAL Command Language;SWIG;0.7647058823529411
1;DIGITAL Command Language;Sass;0.35135135135135137
1;DIGITAL Command Language;Scala;0.3333333333333333
1;DIGITAL Command Language;Scheme;0.6842105263157895
1;DIGITAL Command Language;Scilab;0.8461538461538461
1;DIGITAL Command Language;ShaderLab;0.19047619047619047
1;DIGITAL Command Language;Shell;0.0
1;DIGITAL Command Language;SmPL;0.625
1;DIGITAL Command Language;Smalltalk;0.4482758620689655
1;DIGITAL Command Language;Smarty;0.125
1;DIGITAL Command Language;Solidity;0.37142857142857144
1;DIGITAL Command Language;SourcePawn;0.9230769230769231
1;DIGITAL Command Language;Standard ML;0.8461538461538461
1;DIGITAL Command Language;Starlark;0.13157894736842105
1;DIGITAL Command Language;Stata;0.46153846153846156
1;DIGITAL Command Language;Stylus;0.5652173913043478
1;DIGITAL Command Language;Svelte;0.52
1;DIGITAL Command Language;Swift;0.0
1;DIGITAL Command Language;SystemVerilog;0.6923076923076923
1;DIGITAL Command Language;TSQL;0.0
1;DIGITAL Command Language;Tcl;0.43333333333333335
1;DIGITAL Command Language;TeX;0.0975609756097561
1;DIGITAL Command Language;Thrift;0.7692307692307693
1;DIGITAL Command Language;Twig;0.36666666666666664
1;DIGITAL Command Language;TypeScript;0.0
1;DIGITAL Command Language;UnrealScript;0.6923076923076923
1;DIGITAL Command Language;VBA;0.7333333333333333
1;DIGITAL Command Language;VBScript;0.8125
1;DIGITAL Command Language;VHDL;0.5714285714285714
1;DIGITAL Command Language;Verilog;0.6
1;DIGITAL Command Language;Vim Script;0.11627906976744186
1;DIGITAL Command Language;Vim Snippet;0.7647058823529411
1;DIGITAL Command Language;Visual Basic .NET;0.7058823529411765
1;DIGITAL Command Language;Vue;0.0
1;DIGITAL Command Language;XS;0.6666666666666666
1;DIGITAL Command Language;XSLT;0.21951219512195122
1;DIGITAL Command Language;Yacc;0.34210526315789475
1;DIGITAL Command Language;sed;0.48148148148148145
1;DTrace;AIDL;0.7692307692307693
1;DTrace;AMPL;0.9
1;DTrace;ANTLR;0.5263157894736842
1;DTrace;ASP.NET;0.025
1;DTrace;ActionScript;0.8181818181818182
1;DTrace;Ada;0.9
1;DTrace;Apex;0.5
1;DTrace;AppleScript;0.7692307692307693
1;DTrace;Assembly;0.022222222222222223
1;DTrace;AutoHotkey;0.7142857142857143
1;DTrace;Awk;0.2857142857142857
1;DTrace;Batchfile;0.0
1;DTrace;Bicep;0.3
1;DTrace;Blade;0.0
1;DTrace;Brainfuck;0.5
1;DTrace;C;0.0
1;DTrace;C#;0.0
1;DTrace;C++;0.0
1;DTrace;CMake;0.020833333333333332
1;DTrace;CSS;0.0
1;DTrace;Clojure;0.4
1;DTrace;CoffeeScript;0.2777777777777778
1;DTrace;Common Lisp;0.5
1;DTrace;Cuda;0.4
1;DTrace;Cython;0.3448275862068966
1;DTrace;D;0.6428571428571429
1;DTrace;DIGITAL Command Language;0.7692307692307693
1;DTrace;Dart;0.0
1;DTrace;Dockerfile;0.0
1;DTrace;EJS;0.021739130434782608
1;DTrace;Elixir;0.5
1;DTrace;Elm;0.7
1;DTrace;Emacs Lisp;0.2857142857142857
1;DTrace;Erlang;0.625
1;DTrace;F#;0.5625
1;DTrace;Forth;0.6923076923076923
1;DTrace;Fortran;0.3448275862068966
1;DTrace;FreeMarker;0.5
1;DTrace;G-code;0.6
1;DTrace;GAP;0.5555555555555556
1;DTrace;GDB;0.4166666666666667
1;DTrace;GDScript;0.5384615384615384
1;DTrace;GLSL;0.1951219512195122
1;DTrace;Gherkin;0.15789473684210525
1;DTrace;Gnuplot;0.6
1;DTrace;Go;0.0
1;DTrace;Groovy;0.24390243902439024
1;DTrace;HCL;0.21951219512195122
1;DTrace;HLSL;0.0975609756097561
1;DTrace;HTML;0.0
1;DTrace;Hack;0.0
1;DTrace;Handlebars;0.023255813953488372
1;DTrace;Haskell;0.3125
1;DTrace;Inno Setup;0.5625
1;DTrace;Java;0.0
1;DTrace;JavaScript;0.0
1;DTrace;Jinja;0.2631578947368421
1;DTrace;Julia;0.47368421052631576
1;DTrace;Jupyter Notebook;0.0
1;DTrace;Kotlin;0.0
1;DTrace;LLVM;1.0
1;DTrace;Less;0.0
1;DTrace;Lex;0.30303030303030304
1;DTrace;Liquid;0.8
1;DTrace;Logos;0.9
1;DTrace;Lua;0.025
1;DTrace;M;0.5882352941176471
